dateType,name,important_date,publisher,description,source
MULTI_FAITH,Lent,6/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,16/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,17/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,18/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),14/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,14/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),30/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),1/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),16/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,20/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,30/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,15/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Purim,21/03/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),13/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,13/04/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),14/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,17/04/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),18/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),19/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),12/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),7/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ridvan,22/04/2019,Faith Communities Council of Victoria,21 April - 2 May 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Pesach,26/04/2019,Faith Communities Council of Victoria,20-27 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,10/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Krishna Janmashtami,23/08/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,12/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,15/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,21/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Declaration of the Bab,24/05/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Tisha B'Av,11/08/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,7/10/2019,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,14/10/2019,Faith Communities Council of Victoria,14-20 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,18/10/2019,Faith Communities Council of Victoria,14-20 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,3/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,All Saints day,1/11/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,17/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,18/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,20/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,27/12/2019,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,22/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,16/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,12/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,10/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,13/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,15/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,26/02/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,23/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,19/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,5/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Maghi,13/01/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Purim,10/03/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lailat al Miraj,22/03/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Holy Week,6/04/2020,Faith Communities Council of Victoria,5 - 12 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),13/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),17/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,3/04/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,6/04/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),20/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),24/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),11/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),7/04/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),3/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,28/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,10/05/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,11/05/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,12/05/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Eid Al Adha,31/07/2020,Faith Communities Council of Victoria,31 July - 3 August 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Raksha Bandhan,3/08/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,24/04/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,25/04/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Rosh Hashanah,20/09/2020,Faith Communities Council of Victoria,19-20 September 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,8/05/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Holy Week,9/04/2020,Faith Communities Council of Victoria,5 - 12 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Holy Week,7/04/2020,Faith Communities Council of Victoria,5 - 12 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Pesach,13/04/2020,Faith Communities Council of Victoria,9-16 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lailat al Qadr,19/05/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,18/12/2020,Faith Communities Council of Victoria,11 - 18 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Christmas,25/12/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,21/10/2020,Faith Communities Council of Victoria,17-26 October 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,24/10/2020,Faith Communities Council of Victoria,17-26 October 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Diwali,14/11/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Birth of Guru Nanak Dev Sahib Ji,30/11/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,1/12/2020,Faith Communities Council of Victoria,29 November - 24 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,18/10/2020,Faith Communities Council of Victoria,17-26 October 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,12/12/2020,Faith Communities Council of Victoria,29 November - 24 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,12/12/2020,Faith Communities Council of Victoria,11 - 18 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,7/10/2020,Faith Communities Council of Victoria,3-9 October 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ash Wednesday,6/03/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),11/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Mahayana New Year,21/01/2019,Faith Communities Council of Victoria,21-23 January 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,19/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Nirvana Day,15/02/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),20/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),16/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),21/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),28/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,8/04/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,4/04/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Holy Week,14/04/2019,Faith Communities Council of Victoria,14-20 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,27/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,5/04/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ridvan,1/05/2019,Faith Communities Council of Victoria,21 April - 2 May 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),17/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Holy Week,17/04/2019,Faith Communities Council of Victoria,14-20 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ridvan,26/04/2019,Faith Communities Council of Victoria,21 April - 2 May 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,18/04/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,8/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Holy Week,19/04/2019,Faith Communities Council of Victoria,14-20 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ridvan,21/04/2019,Faith Communities Council of Victoria,21 April - 2 May 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Pesach,20/04/2019,Faith Communities Council of Victoria,20-27 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Martyrdom of the Bab,10/07/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,11/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,14/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,18/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,20/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Eid ul Fitr,7/06/2019,Faith Communities Council of Victoria,5-7 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Eid ul Fitr,5/06/2019,Faith Communities Council of Victoria,5-7 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,24/05/2019,Faith Communities Council of Victoria,6 May -4 June 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ashala Puja / Dharma Day,16/07/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ascension of Baha'ullah,29/05/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Eid Al Adha,14/08/2019,Faith Communities Council of Victoria,12-15 August 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hijra,31/08/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,1/10/2019,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,3/10/2019,Faith Communities Council of Victoria,29 September - 7 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Eid Al Adha,13/08/2019,Faith Communities Council of Victoria,12-15 August 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,19/10/2019,Faith Communities Council of Victoria,14-20 October 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Birth of Baha'ullah,30/10/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,23/12/2019,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,2/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,21/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,14/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,23/12/2019,Faith Communities Council of Victoria,1-24 Dec 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Birth of Guru Nanak Dev Sahib Ji,12/11/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,24/12/2019,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,25/12/2019,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,26/12/2019,Faith Communities Council of Victoria,23-30 December 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Mahayana New Year,10/01/2020,Faith Communities Council of Victoria,10-12 January 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Birthday of Guru Gobind Singh Ji,5/01/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Epiphany ,6/01/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,7/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,9/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,18/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,20/03/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),4/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),7/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,2/04/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,9/04/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,1/04/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,7/04/2020,Faith Communities Council of Victoria,26 February - 9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Chinese New Year,25/01/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),28/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),2/04/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),22/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great Lent (Orthodox),12/03/2020,Faith Communities Council of Victoria,2 March - 10 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Theravada New Year,9/04/2020,Faith Communities Council of Victoria,7-9 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Holy Week,8/04/2020,Faith Communities Council of Victoria,5 - 12 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ridvan,20/04/2020,Faith Communities Council of Victoria,20 April - 1 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Pesach,12/04/2020,Faith Communities Council of Victoria,9-16 April 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Holi,10/03/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,28/04/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ridvan,1/05/2020,Faith Communities Council of Victoria,20 April - 1 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,27/04/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,5/05/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,9/05/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ramadan,23/05/2020,Faith Communities Council of Victoria,24 April - 23 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ridvan,30/04/2020,Faith Communities Council of Victoria,20 April - 1 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Ridvan,25/04/2020,Faith Communities Council of Victoria,20 April - 1 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Shavuot,30/05/2020,Faith Communities Council of Victoria,29-30 May 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,6/12/2020,Faith Communities Council of Victoria,29 November - 24 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Eid Al Adha,3/08/2020,Faith Communities Council of Victoria,31 July - 3 August 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,19/10/2020,Faith Communities Council of Victoria,17-26 October 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Navaratri,25/10/2020,Faith Communities Council of Victoria,17-26 October 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,4/10/2020,Faith Communities Council of Victoria,3-9 October 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Sukkot,8/10/2020,Faith Communities Council of Victoria,3-9 October 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Assumption of the Blessed Virgin Mary,15/08/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Krishna Janmashtami,11/08/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Birth of Baha'ullah,19/10/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,16/12/2020,Faith Communities Council of Victoria,29 November - 24 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,17/12/2020,Faith Communities Council of Victoria,29 November - 24 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,21/12/2020,Faith Communities Council of Victoria,29 November - 24 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Bodhi Day,8/12/2020,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,13/12/2020,Faith Communities Council of Victoria,11 - 18 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,11/12/2020,Faith Communities Council of Victoria,29 November - 24 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,15/12/2020,Faith Communities Council of Victoria,29 November - 24 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Advent,10/12/2020,Faith Communities Council of Victoria,29 November - 24 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Hanukkah,17/12/2020,Faith Communities Council of Victoria,11 - 18 December 2020,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,13/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),15/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,9/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,10/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),19/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Mahayana New Year,22/01/2019,Faith Communities Council of Victoria,21-23 January 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Tet Nam Moiaabs,5/02/2019,Faith Communities Council of Victoria,Updated annually,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,7/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,11/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,25/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),26/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,22/03/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),23/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,New Ruz,21/03/2019,Faith Communities Council of Victoria,,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),3/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,3/04/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),2/04/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),31/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Great lent (Orthodox),24/03/2019,Faith Communities Council of Victoria,11 March 2019-19 April 2019,http://www.faithvictoria.org.au/calendar
MULTI_FAITH,Lent,7/04/2019,Faith Communities Council of Victoria,6 March 2019 - 18 April 2019,http://www.faithvictoria.org.au/calendar
